question,category
When will Russia and Ukraine sign or announce an agreement to end the current conflict in Ukraine?,Politics & Governance
What will be China's year-on-year GDP growth rate for the second quarter of 2021?,Economics & Business
How many total confirmed cases of COVID-19 in China will the World Health Organization (WHO) report as of 20 August 2020?,Healthcare & Biology
"Before 22 May 2020, will the Formula 1 Monaco Grand Prix auto race be postponed or canceled?",Sports
What will happen next with respect to the used car company Carvana?,Economics & Business
Which country will the 2020-21 UEFA Champions League final winner be from?,Sports
Who will next be elected Speaker of the US House of Representatives?,Politics & Governance
"What will be the market capitalization for Shiba Inu on 31 August 2022, according to CoinMarketCap?",Economics & Business
"How many total major hurricanes (Category 3 or higher) will occur in the Atlantic Ocean in the 2020 hurricane season, according to the National Hurricane Center?",Science & Tech
"What will President Biden’s approval rating be as of 31 July 2022, according to FiveThirtyEight?",Politics & Governance
What will voter turnout be in the 2022 US midterm elections?,Politics & Governance
When will Mike Johnson cease to be the Speaker of the US House of Representatives?,Politics & Governance
How many Republican presidential candidates will participate in person for the first Republican primary debate in 2023?,Politics & Governance
What will be the closing price of Tesla stock on 20 November 2020?,Economics & Business
"At close of business on 29 April 2020, will the upper limit of the Federal Reserve's target range for the federal funds rate be lower, the same, or higher than it was at close of business on 18 March 2020?",Economics & Business
What will be the market capitalization of the stablecoin Tether on 27 November 2022?,Economics & Business
When will the Transportation Security Administration (TSA) next screen fewer than 1.3 million travelers per day for three consecutive days?,Economics & Business
When will the yield curve for 2-year and 10-year U.S. Treasurys next invert?,Economics & Business
"For the month of June 2020, what will be the annual rate of inflation for the eurozone?",Economics & Business
When will a commercial flight of a Boeing 737 MAX aircraft next take off in the United States?,Science & Tech
What will be the total number of new cases of COVID-19 in the US between 24 October 2022 and 23 November 2022?,Healthcare & Biology
How many total cases of Wuhan coronavirus (2019-nCoV) will have been reported by the World Health Organization (WHO) as of 20 March 2020?,Healthcare & Biology
What will be the closing value of the ICE US Dollar Index on 29 September 2023?,Economics & Business
How many travelers will the US Transportation Security Agency (TSA) screen in the first quarter of 2023?,Economics & Business
What will be the total passenger throughput at airports in China in December 2022?,Economics & Business
How much will Beyond Meat report in net revenue for its first quarter of 2023?,Economics & Business
What will be the end-of-day price of Bitcoin on 31 October 2022?,Economics & Business
Who will win the 2020 South Carolina Democratic primary?,Politics & Governance
When will a Carnival Cruise Line cruise next depart from the continental U.S.?,Economics & Business
How many confirmed cases of COVID-19 in the U.S. will be reported for the week starting 21 February 2021?,Healthcare & Biology
Who will win the election for Illinois' 17th Congressional District in 2022?,Politics & Governance
Which ensemble will win the 2020 Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Comedy Series?,Arts & Recreation
"When will AMC Entertainment Holdings Inc. (AMC), the parent company of AMC Theatres, file for bankruptcy?",Economics & Business
How many fatalities caused by the Wuhan coronavirus (COVID-19) will the World Health Organization (WHO) report as of 1 June 2020?,Healthcare & Biology
"How many seats will the Farmer-Citizen Movement (BoerBurgerBeweging in Dutch, or BBB) party win in the 2023 Dutch House of Representatives elections?",Politics & Governance
When will the United States announce the imposition of sanctions on any Israeli or Israelis for involvement in attacks against Palestinians in the West Bank?,Politics & Governance
What will be the spread between the US 10-year Treasury yield and the 2-year Treasury yield on 19 May 2023?,Economics & Business
What will be the 12-month percentage change in the US Consumer Price Index (CPI) for December 2022?,Economics & Business
"At close of business on 20 September 2023, will the upper limit of the Federal Reserve's target range for the federal funds rate be lower, the same, or higher than it was at close of business on 26 July 2023?",Economics & Business
How many presidential campaign rallies will Donald Trump hold in early-voting states for the Republican nomination for president in the fourth quarter of 2023?,Politics & Governance
Which team will win the 2020 NBA Finals?,Sports
What will be the lowest reported Antarctic sea ice extent in 2024 as of 12 March 2024?,Science & Tech
"At close of business on 10 June 2020, will the upper limit of the Federal Reserve's target range for the federal funds rate be lower, the same, or higher than it was at close of business on 29 April 2020?",Economics & Business
What will be total regular season attendance at Major League Baseball games in 2022?,Sports
How many U.S. adult and pediatric hospital admissions with confirmed COVID-19 cases will there be for the week ending 27 March 2021?,Healthcare & Biology
"How many states will have reported 1,000 or more COVID-19 deaths as of 1 May 2020?",Healthcare & Biology
What will be the closing value of the Hang Seng Index on 30 June 2022?,Economics & Business
