question,domain
NBA: Will the 76ers beat the Magic by more than 11.5 points in their January 19 matchup?,Sports
NBA: Will the Warriors beat the Pacers by more than 4.5 points in their December 13 matchup?,Sports
Will there be a variant that overtakes Omicron in the US by February 15th?,Healthcare & Biology
"Will a vacancy for the US Supreme Court be announced by September 1, 2021?",Politics & Governance
NHL: Will the Canucks beat the Kraken by more than 1.5 goals in their February 21 matchup (10 PM ET)?,Sports
Will Joe Biden's FiveThirtyEight approval rating be 42% or higher on Election Day?,Politics & Governance
Will Lebron James play against the New York Knicks on Tuesday?,Sports
Will the floor price of Ryder Ripps BAYC (RR/BAYC) be above 1 ETH on June 30?,Economics & Business
Will the floor price of CryptoPunks be above 52 ETH on May 26?,Economics & Business
Will Drake drop his album on time?,Arts & Recreation
Will Messi score a goal on his PSG debut?,Sports
Will the 49ers beat the Raiders by more than 5.5 points in their NFL preseason matchup?,Sports
Will Squid Game remain the #1 Netflix show in the US throughout the ‘second week’ of October?,Arts & Recreation
NBA: Will the 76ers beat the Heat by more than 4.5 points in their December 15 matchup?,Sports
Will 'Archive 81' be the #1 Netflix show worldwide on the week ending January 30?,Arts & Recreation
Will the Brooklyn Nets win the NBA ‘21-’22 Championship?,Sports
NBA: Will the Pelicans beat the Thunder by more than 1.5 points in their December 26 matchup?,Sports
"Will @Whale_Alert tweet count be over 61,300 on January 31 (10 AM ET)?",Arts & Recreation
NBA: Will the Heat beat the 76ers by more than 2.5 points in their January 15 matchup?,Sports
Will $BTC break $20k before 2021?,Economics & Business
"Will the floor price of CryptoPunks be above 75 ETH on December 23, 2021?",Economics & Business
Will Trump be present for Joe Biden’s Inauguration?,Politics & Governance
Will Andy Warhol's Self Portrait sell for more than $16 million at Sotheby's?,Arts & Recreation
"NHL: Will the Kings beat the Ducks by more than 1.5 goals in their April 19, 10:00 PM ET matchup?",Sports
Will Allyson Felix win a medal in the Women’s 400M?,Sports
"NHL: Will the Panthers beat the Jets by more than 1.5 goals in their April 15, 7:00 PM ET matchup?",Sports
NHL: Will the Lightning beat the Red Wings by more than 1.5 goals in their March 4 matchup (7 PM ET)?,Sports
NBA: Will the Grizzlies beat the Thunder by more than 8.5 points in their December 2 matchup?,Sports
NBA: Will the Knicks beat the Lakers by more than 4.5 points in their November 23rd matchup?,Sports
"NHL: Will the Avalanche beat the Oilers by more than 1.5 goals in their April 22, 9:00 PM ET matchup?",Sports
NBA: Will the Hawks beat the Pistons by more than 4.5 points in their March 23 (7 PM ET) matchup?,Sports
Will Joe Biden's RCP job approval rating on January 21 be between 41.9% and 42.1%?,Politics & Governance
NBA: Will the Nuggets beat the Kings by more than 4.5 points in their February 24 (10 PM ET) matchup?,Sports
"Will Polygon ($MATIC) be $1.80 or higher on January 31, 2022?",Economics & Business
"Will Hashmasks be the highest volume NFT category by 7-day volume on February 25, 2021?",Arts & Recreation
NBA: Will the Rockets beat the Magic by more than 2.5 points in their December 3 matchup?,Sports
Will 'Minions: The Rise of Gru' gross more than $75 million domestically on its opening weekend?,Arts & Recreation
NBA: Will the 76ers beat the Hornets by more than 5.5 points in their January 12 matchup?,Sports
NFL: Will the Dolphins beat the Jets by more than 3.5 points in their November 21st matchup?,Sports
Will the Raptors beat the Magic by more than 8.5 points in their October 29th matchup?,Sports
"NHL: Will the Blues beat the Knights by more than 1.5 goals in their April 29, 8:00 PM ET matchup?",Sports
(In-game Trading) Will the Suns beat the Nuggets by more than 6.5 points in their October 20th matchup?,Sports
redeemall test 19,DROP
NBA: Will the Cavaliers beat the Magic by more than 9.5 points in their November 27th matchup?,Sports
NFL: Will the Rams beat the Seahawks by more than 9.5 points in their December 21 matchup?,Sports
Will Coco Gauff win Women's US Open?,Sports
"Will Joan Miro's ""Peinture poème” (Lot 71C) sell for more than $12m at Christie’s on November 11?",Arts & Recreation
Will Shiba Inu ($SHIB) reach market cap of $50 billion at any point on or before November 15th?,Economics & Business
"NHL: Will the Capitals beat the Stars by more than 1.5 goals in their March 20, 5:00 PM ET matchup?",Sports
"NHL: Will the Capitals beat the Leafs by more than 1.5 goals in their April 24, 7:00 PM ET matchup?",Sports
redeemall test 1,DROP
Will the U-3 unemployment rate in January be above 4.2%?,Economics & Business
"NHL: Will the Capitals beat the Coyotes by more than 2.5 goals in their April 22, 10:30 PM ET matchup?",Sports
NHL: Will the Golden Knights beat the Kings by more than 1.5 goals in their February 18 matchup (10 PM ET)?,Sports
Will there be fewer than 300K daily COVID cases in India by May 20?,Healthcare & Biology
NBA: Will the Mavericks beat the Pacers by more than 9.5 points in their January 29 (7 PM ET) matchup?,Sports
NFL: Will the Buccaneers beat the Falcons by more than 12.5 points in their December 5 matchup?,Sports
"Will ETH be above $1,500 on January 27th?",Economics & Business
NBA: Will the Pelicans beat the Clippers by more than 3.5 points in their January 13 matchup?,Sports
NBA: Will the Pelicans beat the Trail Blazers by more than 1.5 points in their December 21 matchup?,Sports
Will Steve Scalise be the next Speaker?,Politics & Governance
Will daily atmospheric CO2 be above 416 ppm on Christmas Eve?,Science & Tech
NHL: Will the Hurricanes beat the Senators by more than 1.5 points in their December 2 matchup?,Sports
Will the 76ers beat the Pelicans by more than 4.5 points in their October 20th matchup?,Sports
image url test 4,DROP
"Will Vice President Harris cast a tie-breaking vote by May 15, 2021?",Politics & Governance
Will Joe Biden's RCP job approval rating on January 21 be between 41.6% and 41.8%?,Politics & Governance
NHL: Will the Blackhawks beat the Ducks by more than 1.5 goals in their January 15 matchup?,Sports
"Will 3 or more of Dan Ariely’s papers be retracted by December 31, 2021?",Education & Research
"Will the US have a higher COVID-19 Case Average per capita than France, Italy, and Spain on March 1st?",Healthcare & Biology
NBA: Will the Jazz beat the Knicks by more than 6.5 points in their February 7 (10 PM ET) matchup?,Sports
NFL: Will the Cardinals beat the Bears by more than 6.5 points in their December 5 matchup?,Sports
auto-resolve test 5,DROP
NBA: Will the Bulls beat the Hawks by more than 1.5 points in their March 3 (7 PM ET) matchup?,Sports
Will Sergey Lavrov and Antony Blinken meet in February 2022?,Politics & Governance
"NHL: Will the Blackhawks beat the Coyotes by more than 1.5 goals in their April 20, 10:00 PM ET matchup?",Sports
"Will Coinbase’s NFT marketplace be live by July 1st, 2022?",Economics & Business
NBA: Will the Heat beat the Spurs by more than 3.5 points in their February 3 (8.30 PM ET) matchup?,Sports
auto-resolve test 6,DROP
Will MrBeast's Squid Game video reach 60M views in its first week?,Arts & Recreation
Biden v. Nebraska: Student Loan Forgiveness,Politics & Governance
Erdoğan >93¢ on May 26?,Politics & Governance
NBA: Will the Heat beat the Mavericks by more than 3.5 points in their February 15 (7.30 PM ET) matchup?,Sports
Will 'The Flash' gross over $85m on opening weekend?,Arts & Recreation
NBA: Will the Mavericks beat the Kings by more than 7.5 points in their March 5 (5 PM ET) matchup?,Sports
"Will Trump mention ""Joe/Joseph Biden"" 5 or more times during his CNN town hall?",Politics & Governance
Will Ding Liren win the 2023 Superbet Chess Classic?,Sports
Will FTX relaunch by June 30?,Economics & Business
Mohamed Deif still in Hamas leadership through March 1?,Politics & Governance
Will 140 or more House Republicans vote for the debt ceiling deal by June 4?,Politics & Governance
Will 'Elemental' gross over $37.5m on opening weekend?,Arts & Recreation
"Will Trump mention ""Ron DeSantis"" 5 or more times during his CNN town hall?",Politics & Governance
NYC AQI >200 PM2.5 by July 10?,Science & Tech
"Will $BTC reach $32,500 by July 14?",Economics & Business
Will ≥10% of Votes go to 3rd Party Candidates in the 2024 US Presidential Election?,Politics & Governance
Putin to remain President of Russia through June?,Politics & Governance
NFL: Will the Vikings beat the Lions by more than 7.5 points in their December 5 matchup?,Sports
"ETH above $1,900 on June 2?",Economics & Business
Will Trump be indicted a second time by June 30?,Politics & Governance
"archWill $ETH (Ethereum) be above $4,500 on December 19, 12pm ET?",Economics & Business
Will the Jacksonville Jaguars win Super Bowl LVIII?,Sports
Will the SEC approve BlackRock's Bitcoin ETF by August 31?,Economics & Business
Will U.S. inflation be greater than 0.2% from March to April 2023?,Economics & Business
archWill NASA have confirmed more than 4580 existing exoplanets by December 21?,Science & Tech
Turkish 2nd round turnout over 87%?,Politics & Governance
Any hostage deal brokered with Hamas by Nov 1?,Politics & Governance
Will 'Blue Beetle' gross over $27m opening weekend?,Arts & Recreation
Will 'Money Heist: Part 5' be the #1 Netflix show worldwide on the week ending December 19?,Arts & Recreation
archWill Boris Johnson be the prime minister of the United Kingdom on January 14?,Politics & Governance
Will 'Oppenheimer' gross over $50m on opening weekend?,Arts & Recreation
Will SBF plead guilty by August 21?,Politics & Governance
Will AOC win the 2024 US Presidential Election?,Politics & Governance
Will Remilia's stolen funds be returned this month?,Economics & Business
Turkish Presidential Margin of Victory >5%?,Politics & Governance
Bitcoin ETF doesn't get approval by Jan 15?,Economics & Business
NBA: Will the Hornets beat the Rockets by more than 5.5 points in their November 27th matchup?,Sports
Will the Indianapolis Colts win the AFC South?,Sports
Texans vs. Colts: Margin of Victory 3-6?,Sports
Instacart market cap >20b?,Economics & Business
Will the Hurricanes be the 2023 NHL Champion?,Sports
Will the Heat beat the Pacers by more than 4.5 points in their October 23rd matchup?,Sports
Alien contact in 2023?,Science & Tech
Will Young Thug's new album have over 140k sales in its first week?,Arts & Recreation
Will Sweden join NATO by January 31?,Politics & Governance
Damian Lillard traded before start of season?,Sports
Balaji Bet: BTC > $1m USD on June 17?,Economics & Business
Trump heavier than 260 lbs?,Politics & Governance
Will Fabiano Caruana win 2023 Norway Chess?,Sports
Will Libya hold national elections in 2023?,Politics & Governance
"Will anyone say ""George Santos"" in the 4th RNC primary debate?",Politics & Governance
Will Syriza win >31% of votes in the Greek election? (first round),Politics & Governance
Will KKE win over 7% of votes?,Politics & Governance
"Will ""Biden"" be said by every candidate in the 2nd RNC primary debate?",Politics & Governance
"ETH above $1,750 on May 13?",Economics & Business
"Will Hunter Biden be indicted by July 1, 2023?",Politics & Governance
Will Newcastle finish in the Premier League Top 4 for the 2022/23 season?,Sports
NBA: Will the Bucks beat the Knicks by more than 4.5 points in their November 5th matchup?,Sports
Will 'Spider-Man: Across the Spider-Verse' gross over $100 million on opening weekend?,Arts & Recreation
Will 'The Flash' gross over $100m on opening weekend?,Arts & Recreation
"ETH above $1,900 on May 31?",Economics & Business
Will Sweden win Eurovision 2023?,Arts & Recreation
Will Trump be indicted a third time by June 30?,Politics & Governance
US debt ceiling hike by July 1?,Economics & Business
NBA: Will the Pelicans beat the Pistons by more than 5.5 points in their December 10 matchup?,Sports
Will it rain in Central Park on Monday June 5th 2023?,Science & Tech
"ETH above $1,800 on May 21?",Economics & Business
Will Helen Gym win the 2023 Philadelphia mayoral Democratic primary?,Politics & Governance
Will George Santos remain in Congress through June 30?,Politics & Governance
Will SAG end strike by Oct 31?,Arts & Recreation
Will Peter Obi be elected as President of Nigeria in the upcoming 2023 Presidential Election?,Politics & Governance
TEST Will it rain in Prospect Park on Sunday June 11th?,Science & Tech
Will Netherlands win the 2023 Women's World Cup?,Sports
Will U.S. inflation be greater than 0.1% from March to April 2023?,Economics & Business
Argentina Presidential Election: Will Javier Milei win?,Politics & Governance
"Will Trump say ""rape"" during his CNN town hall?",Politics & Governance
Will Olivia Chow win the 2023 Toronto mayoral by-election?,Politics & Governance
Will the Lucknow Super Giants win IPL 2023?,Sports
Will Israel regain control of all territory by Oct 8?,Politics & Governance
Will the Grizzlies beat the Heat by more than 2.5 points in their October 30th matchup?,Sports
Will Zuck answer the door?,DROP
